hs6,description
850520,"magnets; electro-magnetic couplings, clutches and brakes"
850590,"magnets; electro-magnets, holding devices and parts n.e.c. in heading no. 8505"
850610,"cells and batteries; primary, manganese dioxide"
850630,"cells and batteries; primary, mercuric oxide"
850640,"cells and batteries; primary, silver oxide"
850650,"cells and batteries; primary, lithium"
850660,"cells and batteries; primary, air-zinc"
850680,"cells and batteries; primary, (other than manganese dioxide, mercuric oxide, silver oxide, lithium or air-zinc)"
850690,"cells and batteries; primary, parts thereof"
850710,"electric accumulators; lead-acid, of a kind used for starting piston engines, including separators, whether or not rectangular (including square)"
850720,"electric accumulators; lead-acid, (other than for starting piston engines), including separators, whether or not rectangular (including square)"
850730,"electric accumulators; nickel-cadmium, including separators, whether or not rectangular (including square)"
850750,"electric accumulators; nickel-metal hydride, including separators, whether or not rectangular (including square)"
850760,"electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)"
850780,"electric accumulators; other than lead-acid, nickel-cadmium, nickel-metal hydride and lithium-ion, including separators, whether or not rectangular (including square)"
850790,electric accumulators; parts n.e.c. in heading no. 8507
850811,"vacuum cleaners, with self-contained electric motor, of a power not exceeding 1,500 w and having a dust bag or other receptacle capacity not exceeding 20l"
850819,"vacuum cleaners, with self-contained electric motor, n.e.c. in item no. 8508.1"
850860,"vacuum cleaners, other than with a self-contained electric motor"
850870,parts of vacuum cleaners
850940,"electro-mechanical domestic appliances; food grinders and mixers, fruit or vegetable juice extractors, with self-contained electric motor"
850980,"electro-mechanical domestic appliances; with self-contained electric motor, other than vacuum cleaners of heading 85.08, n.e.c. in heading no. 8509"
850990,electro-mechanical domestic appliances; parts for the appliances of heading no. 8509
851010,shavers; with self-contained electric motor
851020,hair clippers; with a self-contained electric motor
851030,hair-removing appliances; with self-contained electric motor
851090,shavers and hair clippers; parts of those with self-contained electric motor
851110,"ignition or starting equipment; spark plugs, of a kind used for spark or compression-ignition internal combustion engines"
851120,"ignition or starting equipment; ignition magnetos, magneto-dynamos and magnetic flywheels, of a kind used for spark or compression-ignition internal combustion engines"
851130,ignition or starting equipment; distributors and ignition coils of a kind used for spark-ignition or compression-ignition internal combustion engines
851140,"ignition or starting equipment; starter motors and dual purpose starter-generators, of a kind used for spark or compression-ignition internal combustion engines"
851150,"ignition or starting equipment; generators n.e.c. in heading no. 8511, of a kind used for spark or compression-ignition internal combustion engines"
851180,"ignition or starting equipment; n.e.c. in heading no. 8511, of a kind used for spark or compression-ignition internal combustion engines"
851190,"ignition or starting equipment; parts of the equipment of heading no. 8511, for use in spark-ignition or compression-ignition internal combustion engines"
851210,"lighting or visual signalling equipment; electrical, of a kind used on bicycles, excluding articles of heading no. 8539"
851220,"lighting or visual signalling equipment; electrical, of a kind used on motor vehicles (excluding articles of heading no. 8539)"
851230,"sound signalling equipment; electrical, used on cycles or motor vehicles (excluding articles of heading no. 8539)"
851240,"windscreen wipers, defrosters and demisters; electrical, of kinds used for cycles or motor vehicles"
851290,"lighting or signalling equipment; electrical, (excluding articles of heading no. 8539), windscreen wipers, defrosters and demisters; parts, of those kinds used for cycles or motor vehicles"
851310,"lamps; portable, electric, designed to function by their own source of energy (excluding lighting equipment of heading no. 8512)"
851390,"lamps; parts of portable, electric lamps of heading no. 8513, designed to function by their own source of energy"
851411,"furnaces and ovens; electric, for industrial or laboratory use, resistance heated; hot isostatic presses"
851419,"furnaces and ovens; electric, for industrial or laboratory use, resistance heated; other than hot isostatic presses, for the manufacture of semiconductor devices on semiconductor wafers"
851420,"furnaces and ovens; electric, for industrial or laboratory use, functioning by induction or dielectric loss"
851431,"furnaces and ovens; electric, for industrial or laboratory use, other than those functioning by induction, dielectric loss or resistance heated, electron beam furnaces"
851432,"furnaces and ovens; electric, for industrial or laboratory use, other than those functioning by induction, dielectric loss or resistance heated, plasma and vacuum arc furnaces"
851439,"furnaces and ovens; electric, for industrial or laboratory use, other than those functioning by induction, dielectric loss or resistance heated, other than electron beam, plasma or vacuum arc furnaces"
851440,"heating equipment; for the heat treatment of materials by induction or dielectric loss, industrial or laboratory, other than furnaces and ovens"
851490,"furnaces, ovens and heating equipment; parts of the industrial or laboratory equipment of heading no. 8514"
851511,"brazing or soldering machines and apparatus; soldering irons and guns, whether or not capable of cutting"
851519,"brazing or soldering machines and apparatus; other than soldering irons and guns, whether or not capable of cutting"
851521,"welding machines and apparatus; for resistance welding of metal, fully or partly automatic, whether or not capable of cutting"
851529,"welding machines and apparatus; for resistance welding of metal, other than fully or partly automatic, whether or not capable of cutting"
851531,"welding machines and apparatus; for arc (including plasma arc) welding of metals, fully or partly automatic, whether or not capable of cutting"
851539,"welding machines and apparatus; for arc (including plasma arc) welding of metals, other than fully or partly automatic, whether or not capable of cutting"
851580,"welding machines and apparatus; n.e.c. in heading no. 8515, whether or not capable of cutting"
851590,"welding, brazing or soldering machines; parts of the machines of heading no. 8515"
851610,"heaters; electric, instantaneous or storage water and immersion heaters"
851621,heating apparatus; electric storage heating radiators
851629,heating apparatus; electric soil heating apparatus and space heating apparatus (excluding storage heating radiators)
851631,hair-dressing apparatus; electro-thermic hair dryers
851632,"hair-dressing apparatus; electro-thermic, other than hair dryers"
851633,hand-drying apparatus; electro-thermic
851640,smoothing irons; electric
851650,"ovens; microwave, of a kind used for domestic purposes"
851660,"ovens, cookers, cooking plates, boiling rings, grillers and roasters; of a kind used for domestic purposes (excluding microwaves)"
851671,"electro-thermic appliances; coffee or tea makers, of a kind used for domestic purposes"
851672,"electro-thermic appliances; toasters, of a kind used for domestic purposes"
851679,"electro-thermic appliances; n.e.c. in heading no. 8516, used for domestic purposes"
851680,"resistors; electric heating, other than those of heading no. 8545"
851690,"electro-thermic appliances; parts, of heating resistors, of water, space and soil heaters, hair-dressing apparatus, hand dryers, smoothing irons and other domestic appliances of heading no. 8516"
851711,line telephone sets with cordless handsets
851713,telephone sets; smartphones for cellular or other wireless networks
851714,"telephone sets; other than smartphones, for cellular or other wireless networks"
851718,telephone sets n.e.c. in item no. 8517.1
851761,base stations
851762,"communication apparatus (excluding telephone sets or base stations); machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus"
851769,"communication apparatus (excluding telephone sets or base stations); machines for the transmission or reception of voice, images or other data (including wired/wireless networks), n.e.c. in item no. 8517.6"
851771,"communication apparatus; parts, aerials and aerial reflectors of all kinds, part suitable for use therewith"
851779,"communication apparatus; parts, other than aerials and aerial reflectors of all kinds"
851810,microphones and stands therefor
851821,"loudspeakers; single, mounted in their enclosures"
851822,"loudspeakers; multiple, mounted in the same enclosure"
851829,loudspeakers; not mounted in their enclosures
851830,"headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers"
851840,amplifiers; audio-frequency electric
851850,amplifier sets; electric sound
851890,"microphones, headphones, earphones, amplifier equipment; parts of the equipment of heading no. 8518"
851920,"sound recording or reproducing apparatus; operated by coins, banknotes, bank cards, tokens or by other means of payment"
851930,sound recording or reproducing apparatus; turntables (record-decks)
851981,"sound recording or reproducing apparatus; using magnetic, optical or semiconductor media, n.e.c. in item no 8519.20, 8519.30 or 8519.50"
851989,sound recording or reproducing apparatus; n.e.c. in heading no 8519
852110,video recording or reproducing apparatus; magnetic tape-type
852190,video recording or reproducing apparatus; other than magnetic tape-type
852210,"sound recording or reproducing apparatus; parts and accessories thereof, pick-up cartridges"
852290,"sound or video recording or reproducing apparatus; parts and accessories thereof, other than pick-up cartridges"
852321,"magnetic media; cards incorporating a magnetic stripe, whether or not recorded, excluding products of chapter 37"
852329,"magnetic media; other than cards incorporating a magnetic stripe, whether or not recorded, excluding products of chapter 37"
852341,"optical media; unrecorded, excluding products of chapter 37"
852349,"optical media; recorded, excluding products of chapter 37"
852351,"semiconductor media; solid-state non-volatile storage devices, whether or not recorded, excluding products of chapter 37"
852352,"semiconductor media; smart cards, whether or not recorded, excluding products of chapter 37"
852359,"semiconductor media; other than smart cards, whether or not recorded, excluding products of chapter 37"
852380,"media n.e.c. in heading 8523, whether or not recorded, excluding products of chapter 37"
852411,"flat panel display modules, whether or not incorporating touch-sensitive screens; of liquid crystals, without drivers or control circuits"
852412,"flat panel display modules, whether or not incorporating touch-sensitive screens; of organic light-emitting diodes (oled), without drivers or control circuits"
852419,"flat panel display modules, whether or not incorporating touch-sensitive screens; of other than liquid crystals or organic light-emitting diodes (oled), without drivers or control circuits"
852491,"flat panel display modules, whether or not incorporating touch-sensitive screens; of liquid crystals, with drivers or control circuits"
852492,"flat panel display modules, whether or not incorporating touch-sensitive screens; of organic light-emitting diodes (oled), with drivers or control circuits"
852499,"flat panel display modules, whether or not incorporating touch-sensitive screens; of other than liquid crystals or organic light-emitting diodes (oled), with drivers or control circuits"
852550,"transmission apparatus for radio-broadcasting or television, whether or not incorporating sound recording or reproducing apparatus, not incorporating reception apparatus"
852560,"transmission apparatus for radio-broadcasting or television, whether or not incorporating sound recording or reproducing apparatus, incorporating reception apparatus"
852581,"television cameras, digital cameras and video camera recorders; high-speed goods as specified in subheading note 1 to this chapter"
852582,"television cameras, digital cameras and video camera recorders; radiation-hardened or radiation-tolerant goods as specified in subheading note 2 to this chapter"
852583,"television cameras, digital cameras and video camera recorders; night vision goods as specified in subheading note 3 to this chapter"
852589,television cameras; n.e.c. in item no 8525.8
852610,radar apparatus
852691,radio navigational aid apparatus
852692,radio remote control apparatus
852712,radio broadcast receivers capable of operating without an external power source; pocket-size radio cassette-players
852713,"radio broadcast receivers capable of operating without an external power source; apparatus (other than pocket-size radio cassette-players), combined with sound recording or reproducing apparatus"
852719,radio broadcast receivers capable of operating without an external power source; n.e.c. in item no. 8527.1
852721,"radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles; combined with sound recording or reproducing apparatus"
852729,"radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles; not combined with sound recording or reproducing apparatus"
852791,radio-broadcast receivers n.e.c. in heading no. 8527; combined with sound recording or reproducing apparatus
852792,radio-broadcast receivers n.e.c. in heading no. 8527; not combined with sound recording or reproducing apparatus but combined with a clock
852799,radio-broadcast receivers n.e.c. in heading no. 8527; not combined with sound recording or reproducing apparatus and not combined with a clock
852842,"monitors; cathode-ray tube, capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71"
852849,"monitors; cathode-ray tube, n.e.c. in subheading 8528.42, whether or not colour"
852852,monitors; other than cathode-ray tube; capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71
852859,"monitors other than cathode-ray tube; n.e.c. in subheading 8528.52, whether or not colour"
852862,projectors; capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71
852869,"projectors; n.e.c. in subheading 8528.62, whether or not colour"
852871,"reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus; not designed to incorporate a video display or screen"
852872,"reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus; incorporating a colour video display or screen"
852873,"reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus; incorporating a monochrome video display or screen"
852910,reception and transmission apparatus; aerials and aerial reflectors of all kinds and parts suitable for use therewith
852990,"reception and transmission apparatus; for use with the apparatus of heading no. 8524 to 8528, excluding aerials and aerial reflectors"
853010,"signalling, safety or traffic control equipment; for railways or tramways (excluding those of heading no. 8608)"
853080,"signalling, safety or traffic control equipment; for roads, inland waterways, parking facilities, port installations or airfields (excluding those of heading no. 8608)"
853090,"signalling apparatus; parts of safety, traffic control equipment for railways, tramways, roads, inland waterways, airfields, parking facilities, port instalments (excluding those of heading no. 8608)"
853110,"signalling apparatus; electric, sound or visual, burglar or fire alarms and similar, other than those of heading no. 8512 or 8530"
853120,"signalling apparatus; electric, sound or visual, indicator panels incorporating liquid crystal devices (lcd) or light-emitting diodes (led), excluding those of heading no. 8512 or 8530"
853180,"signalling apparatus; electric, sound or visual, apparatus n.e.c. in heading no. 8531, excluding those of heading no. 8512 or 8530"
853190,"signalling apparatus; parts of the electric, sound or visual apparatus of heading no. 8531"
853210,"electrical capacitors; fixed, designed for use in 50/60 hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors)"
853221,"electrical capacitors; fixed, tantalum"
853222,"electrical capacitors; fixed, aluminium electrolytic"
853223,"electrical capacitors; fixed, ceramic dielectric, single layer"
853224,"electrical capacitors; fixed, ceramic dielectric, multilayer"
853225,"electrical capacitors; fixed, dielectric of paper or plastics"
853229,"electrical capacitors; fixed, n.e.c. in heading no. 8532"
853230,electrical capacitors; variable or adjustable (pre-set) capacitors
853290,electrical capacitors; parts of the capacitors of heading no. 8532
853310,"electrical resistors; fixed carbon resistors, composition or film types (including rheostats and potentiometers but excluding heating resistors)"
853321,"electrical resistors; fixed, for a power handling capacity not exceeding 20w (including rheostats and potentiometers but excluding heating resistors and carbon resistors)"
853329,"electrical resistors; fixed, for a power handling capacity exceeding 20w (including rheostats and potentiometers but excluding heating resistors and carbon resistors)"
853331,"electrical resistors; wirewound variable, including rheostats and potentiometers, for a power handling capacity not exceeding 20w (excluding heating)"
853339,"electrical resistors; wirewound variable, including rheostats and potentiometers, for a power handling capacity exceeding 20w (excluding heating)"
853340,"electrical resistors; variable, including rheostats and potentiometers (excluding heating)"
853390,resistors; parts of the resistors of heading no. 8533
853400,circuits; printed
853510,"electrical apparatus; fuses, for a voltage exceeding 1000 volts"
853521,"electrical apparatus; automatic circuit breakers, for a voltage exceeding 1000 volts but less than 72.5kv"
853529,"electrical apparatus; automatic circuit breakers, for a voltage of 72.5kv or more"
853530,"electrical apparatus; isolating and make-and-break switches, for a voltage exceeding 1000 volts"
853540,"electrical apparatus; lightning arresters, voltage limiters and surge suppressors (for a voltage exceeding 1000 volts)"
853590,"electrical apparatus; n.e.c. in heading no. 8535, for switching or protecting electrical circuits, for a voltage exceeding 1000 volts"
853610,"electrical apparatus; fuses, for a voltage not exceeding 1000 volts"
853620,"electrical apparatus; automatic circuit breakers, for a voltage not exceeding 1000 volts"
853630,"electrical apparatus; for protecting electrical circuits, n.e.c. in heading no. 8536, for a voltage not exceeding 1000 volts"
853641,"electrical apparatus; relays, (for a voltage not exceeding 60 volts)"
853649,"electrical apparatus; relays, for a voltage exceeding 60 volts"
853650,"electrical apparatus; switches n.e.c. in heading no. 8536, for a voltage not exceeding 1000 volts"
853661,"electrical apparatus; lamp-holders, for a voltage not exceeding 1000 volts"
853669,"electrical apparatus; plugs and sockets, for a voltage not exceeding 1000 volts"
853670,"connectors for optical fibres, optical fibre bundles or cables"
853690,"electrical apparatus; n.e.c. in heading no. 8536, for switching or protecting electrical circuits, for a voltage not exceeding 1000 volts"
853710,"boards, panels, consoles, desks and other bases; for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage not exceeding 1000 volts"
853720,"boards, panels, consoles, desks and other bases; for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage exceeding 1000 volts"
853810,"electrical apparatus; parts (e.g. boards, panels, consoles, desks, cabinets, other bases), for goods of heading no. 8537, not equipped with their apparatus"
853890,"electrical apparatus; parts suitable for use solely or principally with the apparatus of heading no. 8535, 8536 or 8537"
853910,lamps; sealed beam units
853921,"lamps; filament, (excluding ultra-violet or infra-red), tungsten halogen"
853922,"lamps; filament, (excluding ultra-violet or infra-red), of a power not exceeding 200w and for a voltage exceeding 100 volts, other than tungsten halogen"
853929,"lamps; filament, (excluding ultra-violet or infra-red), n.e.c. in item no. 8539.2"
853931,"lamps; discharge, (excluding ultra-violet), fluorescent, hot cathode"
853932,"lamps; discharge, (excluding ultra-violet), mercury or sodium vapour lamps, metal halide lamps"
853939,"lamps; discharge, (excluding ultra-violet, excluding fluorescent, hot cathode)"
853941,lamps; arc-lamps
853949,"lamps; ultra-violet or infra-red lamps, (excluding arc-lamps)"
853951,"lamps; light-emitting diode (led) light sources, light-emitting diode (led) modules"
853952,"lamps; light-emitting diode (led) light sources, light-emitting diode (led) lamps"
853990,lamps; parts of the lamps of heading no. 8539
854011,"tubes; cathode-ray television picture tubes, including video monitor cathode-ray tubes, colour"
854012,"tubes; cathode-ray television picture tubes, including video monitor cathode-ray tubes, monochrome"
854020,"tubes; television camera tubes, image converters and intensifiers, other photo-cathode tubes"
854040,"tubes; data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0.4mm"
854060,"tubes; cathode ray, n.e.c. in heading no. 8540"
854071,"tubes; microwave, magnetrons, excluding grid-controlled tubes"
854079,"tubes; microwave (for example klystrons, travelling wave tubes, carlinotrons), excluding magnetrons and grid-controlled tubes"
854081,valves and tubes; receiver or amplifier
854089,valves and tubes; n.e.c. in heading no. 8540
854091,tubes; parts of cathode-ray tubes
854099,"valves and tubes; parts of the valves and tubes of heading no. 8540, excluding parts of cathode-ray tubes"
854110,"electrical apparatus; diodes, other than photosensitive or light-emitting diodes (led)"
854121,"electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1w"
854129,"electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1w or more"
854130,"electrical apparatus; thyristors, diacs and triacs, other than photosensitive devices"
854141,"electrical apparatus; photosensitive semiconductor devices, light emitting diodes (led)"
854142,"electrical apparatus; photosensitive semiconductor devices, photovoltaic cells not assembled in modules or made up into panels"
854143,"electrical apparatus; photosensitive semiconductor devices, photovoltaic cells assembled in modules or made up into panels"
854149,"electrical apparatus; photosensitive semiconductor devices, diodes other than light emitting diodes and photovoltaic cells whether or not assembled in modules or made up into panels"
854151,"electrical apparatus; photosensitive semiconductor devices, semiconductor-based transducers"
854159,electrical apparatus; photosensitive semiconductor devices n.e.c. in heading no. 8541
854160,crystals; mounted piezo-electric
854190,"electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices"
854231,"electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits"
854232,electronic integrated circuits; memories
854233,electronic integrated circuits; amplifiers
854239,electronic integrated circuits; n.e.c. in heading no. 8542
854290,parts of electronic integrated circuits
854310,electrical machines and apparatus; particle accelerators
854320,electrical machines and apparatus; signal generators
854330,"electrical machines and apparatus; for electroplating, electrolysis or electrophoresis"
854340,electrical machines and apparatus; electronic cigarettes and similar personal electric vaporising devices
854370,"electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543"
854390,electrical machines and apparatus; parts of the electrical goods of heading no. 8543
854411,"insulated electric conductors; winding wire, of copper"
854419,"insulated electric conductors; winding wire, (of other than copper)"
854420,insulated electric conductors; co-axial cable and other co-axial electric conductors
854430,"insulated electric conductors; ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships"
854442,"insulated electric conductors; for a voltage not exceeding 1000 volts, fitted with connectors"
854449,"insulated electric conductors; for a voltage not exceeding 1000 volts, not fitted with connectors"
854460,insulated electric conductors; for a voltage exceeding 1000 volts
854470,insulated electric conductors; optical fibre cables
854511,"carbon electrodes; with or without metal, of a kind used for furnaces"
854519,"carbon electrodes; with or without metal, of a kind used for other than furnaces"
854520,"carbon brushes; with or without metal, used for electrical purposes"
854590,"carbon; lamp carbons, battery carbons and other articles of graphite or other carbon, with or without metal, of a kind used for electrical purposes"
854610,electrical insulators; of glass
854620,electrical insulators; of ceramics
854690,electrical insulators; other than of glass and ceramics
854710,"insulating fittings; of ceramics, for electrical machines, of insulating material only (except minor assembly parts), excluding those of heading no. 8546"
854720,"insulating fittings; of plastics, for electrical machines, of insulating material only (except minor assembly parts), excluding those of heading no. 8546"
854790,"insulating fittings; (other than of ceramics or plastics), for electrical machines, appliances and equipment, excluding insulators of heading no. 8546"
854800,electrical parts of machinery or apparatus; not specified or elsewhere included in this chapter
854911,waste and scrap of lead-acid accumulators; spent lead-acid accumulators
854912,"waste and scrap; of primary cells, primary batteries and electric accumulators, spent or not, containing lead, cadmium or mercury, other than lead-acid accumulators"
854913,"waste and scrap; of primary cells, primary batteries and electric accumulators, spent or not, sorted by chemical type and not containing lead, cadmium or mercury"
854914,"waste and scrap; of primary cells, primary batteries and electric accumulators, spent or not, unsorted and not containing lead, cadmium or mercury"
854919,"waste and scrap; of primary cells, primary batteries and electric accumulators, n.e.c. in item no 8549.1"
854921,"electrical and electronic waste and scrap; of a kind used principally for the recovery of precious metal, containing primary cells and batteries, electric accumulators, mercury-switches, glass from cathode ray tubes or other activated glass, or electrical"
854929,waste and scrap; of a kind used principally for the recovery of precious metal n.e.c. in item no 8549.21
854931,"electrical and electronic waste and scrap; electrical and electronic assemblies and printed circuit boards, other than those used principally for the recovery of precious metal, containing primary cells and batteries, electric accumulators, mercury-switch"
854939,"waste and scrap; electrical and electronic assemblies and printed circuit boards, other than those used principally for the recovery of precious metal n.e.c. in item no 8549.31"
854991,waste and scrap; n.e.c. in heading no 8549
854999,waste and scrap; n.e.c. in item no 8549.91
860110,rail locomotives; powered from an external source of electricity
860120,rail locomotives; powered by electric accumulators
860210,rail locomotives; diesel-electric powered
860290,rail locomotives and locomotive tenders; other than diesel-electric powered
860310,"railway or tramway coaches, vans and trucks; self-propelled, powered from an external source of electricity (excluding those of heading no. 8604)"
860390,"railway or tramway coaches, vans and trucks; self-propelled, powered other than from an external source of electricity (excluding those of heading no. 8604)"
860400,"railway or tramway maintenance or service vehicles; whether or not self-propelled (e.g. workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles)"
860500,"railway or tramway coaches; passenger coaches, luggage vans, post office coaches and other special purpose railway or tramway coaches, not self-propelled (excluding those of heading no. 8604)"
860610,"railway or tramway goods vans and wagons; tank wagons and the like, not self-propelled"
860630,"railway or tramway goods vans and wagons; self-discharging, not self-propelled, excluding those of item no. 8606.10"
860691,"railway or tramway goods vans and wagons; covered and closed, not self-propelled"
860692,"railway or tramway goods vans and wagons; open, with non-removable sides of a height exceeding 60cm, not self-propelled"
860699,"railway or tramway goods vans and wagons; n.e.c. in heading no. 8606, not self-propelled"
860711,"railway or tramway locomotives or rolling stock; parts, driving bogies and bissel-bogies"
860712,"railway or tramway locomotives or rolling stock; parts, bogies and bissel-bogies (excluding driving bogies and bissel-bogies)"
860719,"railway or tramway locomotives or rolling stock; parts, axles and wheels, and parts thereof"
860721,"railway or tramway locomotives or rolling stock; parts, air brakes and parts thereof"
860729,"railway or tramway locomotives or rolling stock; parts, brakes (other than air brakes) and parts thereof"
860730,"railway or tramway locomotives or rolling stock; parts, hooks and other coupling devices, buffers and parts thereof"
860791,railway or tramway locomotives; parts n.e.c. in heading no. 8607
860799,railway or tramway rolling stock; parts n.e.c. in heading no. 8607
860800,"railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts thereof"
860900,containers; (including containers for transport of fluids) specially designed and equipped for carriage by one or more modes of transport
870110,tractors; single axle
870121,"tractors; road tractors for semi-trailers, with only compression-ignition internal combustion piston engine (diesel or semi-diesel)"
870122,"tractors; road tractors for semi-trailers, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motors for propulsion"
870123,"tractors; road tractors for semi-trailers, with both spark-ignition internal combustion piston engine and electric motors for propulsion"
870124,"tractors; road tractors for semi-trailers, with only electric motors for propulsion"
870129,"tractors; road tractors for semi-trailers, with other propulsion methods n.e.c. in item no 8701.2"
870130,tractors; track-laying
870191,tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709); of an engine power not exceeding 18kw
870192,tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709); of an engine power exceeding 18kw but not exceeding 37kw
870193,tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709); of an engine power exceeding 37kw but not exceeding 75kw
870194,tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709); of an engine power exceeding 75kw but not exceeding 130kw
870195,tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709); of an engine power exceeding 130kw
870210,"vehicles; public transport type (carries 10 or more persons, including driver), with only compression-ignition internal combustion piston engine (diesel or semi-diesel), new or used"
870220,"vehicles; public transport type (carries 10 or more persons, including driver), with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor for propulsion, new or used"
870230,"vehicles; public transport type (carries 10 or more persons, including driver), with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor for propulsion, new or used"
870240,"vehicles; public transport type (carries 10 or more persons, including driver), with only electric motor for propulsion, new or used"
870290,"vehicles; public transport type (carries 10 or more persons, including driver), n.e.c. in heading 8702, new or used"
870310,"vehicles; specially designed for travelling on snow, golf cars and similar vehicles"
870321,"vehicles; with only spark-ignition internal combustion piston engine, cylinder capacity not over 1000cc"
870322,"vehicles; with only spark-ignition internal combustion piston engine, cylinder capacity over 1000 but not over 1500cc"
870323,"vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 1500 but not over 3000cc"
870324,"vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 3000cc"
870331,"vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity not over 1500cc"
870332,"vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity over 1500 but not over 2500cc"
870333,"vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity over 2500cc"
870340,"vehicles; with both spark-ignition internal combustion piston engine and electric motor for propulsion, incapable of being charged by plugging to external source of electric power"
870350,"vehicles; with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor for propulsion, incapable of being charged by plugging to external source of electric power"
870360,"vehicles; with both spark-ignition internal combustion piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power"
870370,"vehicles; with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor for propulsion, capable of being charged by plugging to external source of electric power"
870380,vehicles; with only electric motor for propulsion
870390,vehicles; for transport of persons (other than those of heading no. 8702) n.e.c. in heading no. 8703
870410,"vehicles; dumpers, designed for off-highway use, for transport of goods"
870421,"vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), for transport of goods, (of a gvw not exceeding 5 tonnes), n.e.c. in item no 8704.1"
870422,"vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), for transport of goods, (of a g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes), n.e.c. in item no 8704.1"
870423,"vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), for transport of goods, (of a g.v.w. exceeding 20 tonnes), n.e.c. in item no 8704.1"
870431,"vehicles; with only spark-ignition internal combustion piston engine, for transport of goods, (of a g.v.w. not exceeding 5 tonnes), n.e.c. in item no 8704.1"
870432,"vehicles; with only spark-ignition internal combustion piston engine, for transport of goods, (of a g.v.w. exceeding 5 tonnes), n.e.c. in item no 8704.1"
870441,"vehicles; with both compression-ignition internal combustion piston engine (diesel/semi-diesel) and electric motor as motor for propulsion, unassembled as in section 14, (gvw not exceeding 5000kg), for the transport of goods, vans"
870442,"vehicles; with both compression-ignition internal combustion piston engine (diesel/semi-diesel) and electric motors for propulsion, of a g.v.w. exceeding 5,000kg but not exceeding 20,000kg"
870443,"vehicles; with both compression-ignition internal combustion piston engine (diesel/semi-diesel) and electric motors for propulsion, of a g.v.w. exceeding 20,000kg"
870451,"vehicles; with both spark-ignition internal combustion piston engine and electric motors for propulsion, of a g.v.w. not exceeding 5,000kg"
870452,"vehicles; with both spark-ignition internal combustion piston engine and electric motors for propulsion, of a g.v.w. exceeding 5,000kg"
870460,vehicles; with only electric motor for propulsion
870490,"vehicles; for transport of goods, n.e.c. in heading no. 8704"
870510,vehicles; crane lorries
870520,vehicles; mobile drilling derricks
870530,vehicles; fire fighting vehicles
870540,vehicles; concrete-mixer lorries
